geo_id,census_tract,pct_high_school,pct_some_college,pct_associate,pct_bachelor,pct_graduate,pct_same_house,pct_diff_house,pct_diff_house_us,pct_same_county,pct_diff_county,pct_diffCounty_sState,pct_diff_state,pct_abroad,pct_native,pct_foreign_born,unemploy_rate,pct_below_poverty,median_house_value,gross_rent_median,pct_renter_occupied,pct_houseValue300k,pct_houseValue500k,pct_houseValue1M,median_age,pct_male,pct_age2024,pct_age2534,pct_age3544,pct_age4554,pct_age5559,pct_age6064,pct_under18,pct_over65
1400000US53063011104,Census Tract 111.04; Spokane County; Washington,36.5,28.6,9.3,12.4,4.2,64.9,35.1,35.1,32.3,2.9,0.6,2.2,0.0,98.1,1.9,18.4,34.6,152700.0,1056.0,73.1,0.0,0.0,0.0,28.6,36.0,13.3,21.7,9.5,4.2,5.0,6.1,18.4,17.4
1400000US53063011202,Census Tract 112.02; Spokane County; Washington,25.6,26.5,19.6,14.8,8.5,91.3,8.7,8.7,7.0,1.6,1.3,0.4,0.0,95.4,4.6,6.0,6.8,268000.0,1148.0,10.2,27.4,11.7,0.9,43.5,48.5,3.4,14.1,11.7,15.5,6.9,8.8,22.3,15.7
1400000US53063011203,Census Tract 112.03; Spokane County; Washington,29.6,28.3,13.7,17.0,4.8,82.1,17.9,17.4,12.9,4.4,0.8,3.7,0.6,90.1,9.9,6.7,33.7,216800.0,1035.0,76.2,13.0,0.0,0.0,31.2,48.1,9.0,21.0,9.5,6.8,4.0,5.4,24.7,17.1
1400000US53063011204,Census Tract 112.04; Spokane County; Washington,32.0,16.8,13.2,15.6,7.4,89.3,10.7,8.0,7.1,0.9,0.9,0.0,2.7,69.3,30.7,2.1,11.9,215500.0,1153.0,36.8,28.9,0.0,0.0,37.9,38.6,6.7,20.1,10.2,7.4,5.8,8.0,17.8,23.8
1400000US53063011301,Census Tract 113.01; Spokane County; Washington,18.9,26.4,12.2,22.3,16.4,93.2,6.8,6.8,5.2,1.6,1.0,0.6,0.0,93.9,6.1,1.8,5.3,315800.0,1099.0,17.1,44.0,10.8,0.0,46.6,45.9,5.0,11.4,13.0,11.9,3.2,5.1,17.2,31.6
1400000US53063011302,Census Tract 113.02; Spokane County; Washington,21.9,22.7,19.1,28.4,7.1,83.5,16.5,16.5,9.4,7.2,6.3,0.9,0.0,89.3,10.7,3.8,13.1,360400.0,1105.0,41.6,57.0,8.9,2.7,33.6,48.7,7.0,23.0,9.3,9.9,4.5,10.6,20.4,13.7
1400000US53063011400,Census Tract 114; Spokane County; Washington,28.4,33.7,15.4,11.2,7.4,91.8,8.2,7.7,4.5,3.2,1.1,2.1,0.6,96.8,3.2,1.6,11.9,255100.0,1111.0,21.0,17.8,5.5,8.6,42.3,50.1,4.5,15.6,9.9,19.3,7.4,5.2,24.8,13.0
1400000US53063011500,Census Tract 115; Spokane County; Washington,18.9,26.2,13.2,20.9,14.7,95.2,4.8,4.8,3.6,1.2,0.2,1.0,0.0,92.3,7.7,6.1,7.5,192900.0,1099.0,18.1,15.3,2.3,1.5,45.0,54.2,0.3,9.8,15.5,17.5,12.8,6.3,18.4,13.4
1400000US53063011600,Census Tract 116; Spokane County; Washington,28.2,30.7,10.7,15.9,8.0,87.1,12.9,12.9,9.6,3.3,1.7,1.6,0.0,96.0,4.0,3.6,11.5,226600.0,900.0,33.1,19.8,2.5,2.3,37.5,48.4,5.2,13.8,12.9,11.3,7.8,7.5,24.3,14.5
1400000US53063011701,Census Tract 117.01; Spokane County; Washington,26.3,37.2,10.2,12.6,9.5,87.5,12.5,12.5,9.3,3.2,0.4,2.9,0.0,96.1,3.9,1.4,10.2,203200.0,738.0,40.4,7.6,3.2,0.0,46.9,52.6,5.0,10.5,13.8,10.5,9.5,12.6,15.8,19.4
1400000US53063011702,Census Tract 117.02; Spokane County; Washington,32.5,27.5,16.4,12.7,5.8,63.8,36.2,35.7,21.9,13.8,4.9,8.9,0.5,94.1,5.9,6.2,21.8,255500.0,1018.0,78.8,19.8,3.8,0.1,28.6,47.2,10.6,21.5,9.7,11.2,5.1,5.1,25.2,9.9
1400000US53063011800,Census Tract 118; Spokane County; Washington,35.9,24.0,11.5,18.0,6.0,68.2,31.8,31.8,22.6,9.2,3.7,5.5,0.0,97.7,2.3,7.1,15.6,232900.0,1026.0,82.5,12.0,3.1,0.0,35.7,44.3,5.5,22.6,8.9,12.9,3.9,6.2,20.4,19.4
1400000US53063011900,Census Tract 119; Spokane County; Washington,32.3,29.6,13.9,14.5,4.5,74.4,25.6,24.4,12.3,12.1,1.9,10.3,1.2,93.7,6.3,3.4,10.0,230700.0,1109.0,71.5,16.1,2.6,0.0,32.9,47.8,4.4,21.9,13.1,10.0,2.9,3.0,25.5,15.6
1400000US53063012000,Census Tract 120; Spokane County; Washington,25.1,37.9,16.8,11.5,2.0,90.1,9.9,9.7,5.8,4.0,0.5,3.4,0.2,97.0,3.0,3.9,16.8,220500.0,832.0,42.2,20.1,0.0,0.0,35.7,47.1,4.3,18.9,11.2,15.2,5.6,3.1,23.1,16.5
1400000US53063012100,Census Tract 121; Spokane County; Washington,30.0,27.1,15.0,16.8,7.5,84.8,15.2,15.2,10.3,4.9,4.5,0.4,0.0,97.3,2.7,7.0,7.8,183800.0,1111.0,35.5,9.0,0.0,0.0,36.9,54.0,4.3,13.2,20.8,6.2,8.0,6.3,24.7,13.7
1400000US53063012200,Census Tract 122; Spokane County; Washington,33.2,27.4,13.2,11.2,4.4,90.0,10.0,10.0,8.1,2.0,0.3,1.7,0.0,97.4,2.6,8.7,11.1,169400.0,943.0,25.8,12.3,1.5,0.0,38.4,50.7,6.1,15.7,12.0,15.2,7.8,5.9,21.5,12.0
1400000US53063012300,Census Tract 123; Spokane County; Washington,33.9,21.5,18.1,11.5,4.0,76.4,23.6,23.0,21.8,1.3,0.6,0.7,0.6,95.5,4.5,4.1,17.4,170000.0,995.0,42.2,19.3,1.1,0.0,36.0,44.4,10.5,17.3,10.5,10.5,6.6,7.3,20.2,15.7
1400000US53063012401,Census Tract 124.01; Spokane County; Washington,22.6,25.6,10.5,27.9,11.2,89.8,10.2,10.2,8.0,2.2,1.2,1.0,0.0,98.2,1.8,8.3,5.7,366300.0,3000.0,14.4,58.2,13.3,2.2,46.9,45.9,4.8,6.2,16.3,8.3,6.4,11.8,19.4,24.7
1400000US53063012402,Census Tract 124.02; Spokane County; Washington,17.7,24.5,12.9,24.0,16.8,93.1,6.9,6.6,4.8,1.7,0.9,0.8,0.3,95.1,4.9,6.7,7.7,393900.0,1311.0,16.0,62.3,19.3,0.6,41.0,49.3,3.9,8.8,13.6,12.4,8.6,7.3,26.6,16.4
1400000US53063012500,Census Tract 125; Spokane County; Washington,40.9,27.7,6.9,9.8,2.9,79.2,20.8,20.8,18.2,2.6,1.4,1.2,0.0,91.8,8.2,5.9,18.6,215900.0,979.0,58.4,8.9,2.0,0.0,39.1,49.3,4.7,16.3,20.1,7.9,3.7,6.4,21.7,15.7
1400000US53063012600,Census Tract 126; Spokane County; Washington,24.0,28.6,17.6,18.5,7.0,80.1,19.9,19.9,16.6,3.3,2.6,0.6,0.0,94.6,5.4,5.1,12.3,235200.0,840.0,28.1,18.5,0.6,0.0,34.7,50.8,6.9,22.6,9.3,11.9,7.3,6.5,19.4,14.4
1400000US53063012701,Census Tract 127.01; Spokane County; Washington,32.8,20.0,14.2,17.4,7.3,80.7,19.3,19.3,13.0,6.3,3.8,2.5,0.0,87.6,12.4,2.4,7.0,250100.0,1082.0,46.9,13.9,2.0,0.0,43.4,50.1,6.6,16.6,11.5,11.8,4.8,6.4,17.8,22.8
1400000US53063012702,Census Tract 127.02; Spokane County; Washington,23.8,29.8,10.9,20.4,7.1,84.0,16.0,16.0,14.4,1.6,1.1,0.5,0.0,93.4,6.6,13.2,2.9,247500.0,1205.0,10.6,29.5,2.4,0.0,32.0,51.7,5.9,14.0,13.1,10.2,5.5,3.2,31.6,14.2
1400000US53063012801,Census Tract 128.01; Spokane County; Washington,25.4,27.3,16.8,15.5,7.7,83.9,16.1,16.1,9.7,6.4,1.3,5.1,0.0,95.8,4.2,6.5,8.7,273700.0,786.0,31.5,32.6,2.4,1.0,40.8,50.8,2.6,16.0,13.2,10.8,5.8,6.1,23.2,20.4
1400000US53063012802,Census Tract 128.02; Spokane County; Washington,26.8,20.9,13.1,21.2,9.5,88.5,11.5,11.5,6.6,4.9,2.7,2.2,0.0,91.7,8.3,6.6,4.3,276400.0,1253.0,25.7,37.0,0.0,0.0,41.8,47.8,4.5,10.7,14.5,13.3,7.3,6.7,21.4,19.1
1400000US53063012901,Census Tract 129.01; Spokane County; Washington,29.3,24.1,20.3,11.7,5.1,82.2,17.8,17.8,10.3,7.5,5.4,2.1,0.0,92.2,7.8,5.3,11.7,223800.0,1375.0,34.9,16.2,3.5,0.0,40.7,53.1,5.0,12.2,10.5,9.4,1.9,10.4,25.9,23.9
1400000US53063012902,Census Tract 129.02; Spokane County; Washington,28.3,25.4,16.8,15.1,9.6,76.0,24.0,23.1,9.3,13.7,11.1,2.6,0.9,95.1,4.9,4.0,4.3,257900.0,1219.0,21.9,28.4,5.4,0.0,36.9,50.9,7.4,12.2,15.5,13.3,5.7,2.9,25.2,16.4
1400000US53063013001,Census Tract 130.01; Spokane County; Washington,18.6,30.3,15.7,16.6,12.9,94.2,5.8,5.8,5.8,0.0,0.0,0.0,0.0,90.4,9.6,0.6,17.5,338300.0,,9.5,50.8,16.5,0.0,45.8,47.8,1.3,7.7,10.0,21.1,5.5,10.6,26.7,17.1
1400000US53063013002,Census Tract 130.02; Spokane County; Washington,33.8,29.8,17.0,15.3,3.0,77.5,22.5,21.9,16.3,5.6,0.0,5.6,0.6,89.1,10.9,8.6,10.0,189000.0,1116.0,68.0,23.8,0.0,0.0,35.4,47.8,10.4,17.9,10.6,15.1,3.1,6.1,15.0,16.1
1400000US53063013003,Census Tract 130.03; Spokane County; Washington,14.8,26.7,13.3,25.0,17.2,87.8,12.2,11.9,8.4,3.5,1.5,1.9,0.3,95.5,4.5,6.2,12.5,467100.0,985.0,34.0,51.0,38.0,2.2,40.7,49.4,2.5,6.2,17.1,14.4,7.0,4.7,30.3,16.7
1400000US53063013101,Census Tract 131.01; Spokane County; Washington,21.2,20.3,10.0,24.2,21.4,72.2,27.8,26.7,16.5,10.2,2.5,7.6,1.1,96.1,3.9,6.5,8.6,306800.0,1415.0,37.8,48.2,4.6,0.0,36.8,52.6,6.2,19.9,17.7,8.0,6.3,8.2,19.8,13.1
1400000US53063013102,Census Tract 131.02; Spokane County; Washington,28.7,22.9,10.1,23.7,10.2,95.8,4.2,4.2,2.8,1.4,0.5,0.9,0.0,93.9,6.1,5.1,4.0,276000.0,1123.0,17.7,24.2,19.9,0.0,41.1,45.1,0.6,17.4,9.7,13.4,10.4,5.1,25.6,17.0
1400000US53063013201,Census Tract 132.01; Spokane County; Washington,31.4,28.4,12.9,12.6,5.9,93.3,6.7,6.5,2.2,4.3,0.0,4.3,0.2,97.9,2.1,2.9,6.9,261100.0,1429.0,7.9,24.7,8.5,2.8,43.6,51.9,2.9,12.4,15.4,9.7,12.4,6.4,20.2,19.8
1400000US53063013203,Census Tract 132.03; Spokane County; Washington,14.6,19.3,16.9,36.8,12.4,80.3,19.7,19.7,17.4,2.3,0.2,2.1,0.0,98.0,2.0,9.3,1.8,334900.0,1513.0,31.6,46.0,16.0,0.0,46.5,45.5,5.9,9.2,10.7,14.1,3.7,10.2,20.6,24.1
1400000US53063013204,Census Tract 132.04; Spokane County; Washington,14.8,20.8,11.3,39.1,12.3,93.3,6.7,6.7,6.1,0.6,0.3,0.3,0.0,97.8,2.2,5.9,1.6,377300.0,943.0,29.9,43.7,23.8,7.5,36.6,48.4,1.8,8.7,16.8,15.8,3.6,3.9,34.6,13.2
1400000US53063013205,Census Tract 132.05; Spokane County; Washington,23.8,31.8,11.7,13.6,17.3,77.7,22.3,22.3,2.1,20.2,1.9,18.3,0.0,99.0,1.0,1.9,6.3,462800.0,1481.0,28.6,35.7,38.8,1.8,34.4,44.6,2.0,6.7,18.7,12.3,3.0,4.2,39.4,9.4
1400000US53063013300,Census Tract 133; Spokane County; Washington,16.6,23.7,11.7,28.5,13.5,96.1,3.9,3.9,2.8,1.1,0.3,0.7,0.0,99.1,0.9,3.8,2.6,490700.0,1116.0,9.0,31.1,43.2,4.9,48.1,51.7,5.4,5.8,11.6,11.3,11.6,13.4,22.0,15.5
1400000US53063013401,Census Tract 134.01; Spokane County; Washington,9.8,18.9,9.1,38.0,23.1,83.4,16.6,16.6,6.3,10.3,4.0,6.3,0.0,96.3,3.7,3.1,3.9,423900.0,2047.0,8.6,55.2,21.5,5.8,43.6,50.5,3.9,12.8,10.9,13.6,4.5,11.0,22.7,19.8
1400000US53063013501,Census Tract 135.01; Spokane County; Washington,5.7,38.0,13.4,30.1,6.4,92.8,7.2,7.2,3.8,3.3,0.0,3.3,0.0,94.9,5.1,2.6,8.6,333000.0,,6.3,29.6,18.0,9.4,57.3,48.6,0.8,9.7,8.1,14.4,7.2,18.5,15.5,25.7
1400000US53063013502,Census Tract 135.02; Spokane County; Washington,4.4,17.8,13.7,30.7,33.4,93.6,6.4,6.4,2.8,3.6,1.0,2.6,0.0,97.2,2.8,5.0,2.5,552000.0,1597.0,10.0,24.0,47.0,9.3,53.3,52.5,2.0,6.8,6.6,16.4,8.2,15.7,20.7,23.5
1400000US53063013503,Census Tract 135.03; Spokane County; Washington,14.2,20.5,9.1,35.3,20.9,90.0,10.0,8.6,5.7,2.9,1.4,1.5,1.3,95.7,4.3,1.0,1.0,407800.0,,3.2,49.1,25.6,0.6,40.9,49.0,1.0,12.5,16.0,15.3,4.0,9.4,25.6,15.4
1400000US53063013600,Census Tract 136; Spokane County; Washington,23.6,20.7,12.1,29.6,10.4,86.0,14.0,14.0,8.4,5.6,1.6,4.1,0.0,95.7,4.3,4.6,8.6,278200.0,1261.0,35.1,33.7,7.6,0.8,34.6,50.0,4.6,15.1,14.6,17.0,2.9,4.7,29.0,10.5
1400000US53063013700,Census Tract 137; Spokane County; Washington,24.8,20.7,12.5,18.4,13.0,77.5,22.5,22.2,16.5,5.7,3.0,2.7,0.4,90.7,9.3,3.1,8.3,267100.0,1161.0,57.3,22.5,15.2,3.5,35.5,51.6,10.0,19.6,12.5,12.4,7.4,8.5,17.2,11.2
1400000US53063013800,Census Tract 138; Spokane County; Washington,11.1,36.6,19.9,23.3,9.2,60.1,39.9,35.3,2.9,32.3,0.6,31.7,4.6,94.3,5.7,5.0,5.5,,1455.0,99.3,0.0,100.0,0.0,23.3,61.1,22.7,28.7,11.5,1.0,0.8,0.2,32.3,0.0
1400000US53063013900,Census Tract 139; Spokane County; Washington,24.0,22.8,14.5,24.1,8.0,85.7,14.3,14.3,7.8,6.6,3.7,2.8,0.0,93.4,6.6,4.5,5.0,254100.0,675.0,22.1,24.0,5.5,0.0,39.8,52.2,5.2,16.8,16.3,13.6,10.1,4.8,19.1,12.0
1400000US53063014001,Census Tract 140.01; Spokane County; Washington,23.0,22.9,9.9,28.5,10.5,51.1,48.9,48.5,23.5,25.0,16.5,8.5,0.5,97.5,2.5,16.0,37.2,253000.0,863.0,73.2,29.4,0.0,1.0,22.7,50.3,27.5,17.0,4.7,3.7,3.9,2.2,10.0,9.2
1400000US53063014002,Census Tract 140.02; Spokane County; Washington,9.5,24.3,10.2,27.0,21.1,70.0,30.0,30.0,18.1,12.0,6.6,5.3,0.0,90.4,9.6,9.5,32.4,230100.0,1009.0,62.5,10.9,8.9,0.0,24.1,46.0,29.5,14.2,9.1,5.7,4.5,3.0,20.2,9.2
1400000US53063014100,Census Tract 141; Spokane County; Washington,17.9,28.1,13.8,22.7,13.8,91.9,8.1,8.1,6.7,1.4,0.5,0.9,0.0,91.5,8.5,5.2,1.5,297700.0,792.0,9.6,39.5,9.0,0.7,41.3,49.7,4.1,10.2,11.5,15.2,6.2,7.7,25.1,18.2
1400000US53063014200,Census Tract 142; Spokane County; Washington,24.9,28.2,14.8,13.7,9.2,81.1,18.9,18.9,9.1,9.8,9.6,0.3,0.0,97.5,2.5,3.2,12.5,353500.0,1215.0,16.9,32.2,22.2,1.0,44.7,48.0,7.7,8.2,12.5,10.7,7.5,13.2,17.6,17.7
1400000US53063014300,Census Tract 143; Spokane County; Washington,27.5,24.2,15.9,18.6,7.7,88.4,11.6,11.5,5.8,5.8,3.0,2.8,0.1,97.7,2.3,6.2,10.2,206700.0,766.0,22.0,18.4,6.2,0.0,42.2,51.8,5.2,11.5,12.9,14.9,9.1,6.4,23.7,15.1
1400000US53063014400,Census Tract 144; Spokane County; Washington,35.4,28.3,15.2,9.6,8.0,84.3,15.7,15.7,11.3,4.4,3.2,1.2,0.0,93.2,6.8,8.2,9.2,175800.0,1125.0,24.6,3.7,2.3,0.0,38.2,53.6,2.5,15.7,13.2,14.0,8.3,6.1,25.0,12.9
1400000US53063014500,Census Tract 145; Spokane County; Washington,27.7,28.6,11.2,13.4,3.0,67.8,32.2,32.0,23.4,8.6,5.6,3.1,0.2,97.1,2.9,15.1,40.7,170400.0,762.0,66.6,4.9,3.9,1.6,39.4,53.6,8.5,20.7,11.5,19.3,4.4,8.6,15.4,9.8
